7.3661e+05,779.66,779.66,770.75,775.08,9.307e+05,775.08
7.3661e+05,779,780.48,775.54,776.86,1.0663e+06,776.86
7.3661e+05,779.31,782.07,775.65,776.47,1.4571e+06,776.47
7.3661e+05,776.03,778.71,772.89,776.43,1.1974e+06,776.43
7.3661e+05,774.25,776.07,769.5,772.56,1.2759e+06,772.56
7.366e+05,776.33,780.94,774.09,777.29,1.5803e+06,777.29
7.366e+05,781.44,785.8,774.23,775.01,1.3014e+06,775.01
7.366e+05,777.85,781.81,774.97,781.56,1.1079e+06,781.56
7.366e+05,775.5,785.99,774.31,783.01,1.1388e+06,783.01
7.366e+05,782.74,782.74,773.07,774.21,1.5085e+06,774.21
7.366e+05,786.59,788.93,784.15,786.9,1.4095e+06,786.9
7.366e+05,780,789.85,778.44,787.21,1.4636e+06,787.21
7.3659e+05,772.66,777.16,768.3,776.22,1.1514e+06,776.22
7.3659e+05,769,773.33,768.53,771.41,9.753e+05,771.41
7.3659e+05,772.42,774,764.44,765.7,1.1711e+06,765.7
7.3659e+05,769.75,769.75,764.66,768.88,2.046e+06,768.88
7.3659e+05,762.89,773.8,759.96,771.76,1.3051e+06,771.76
7.3659e+05,759.61,767.68,759.11,762.49,1.0874e+06,762.49
7.3659e+05,764.48,766.22,755.8,759.69,1.3799e+06,759.69
7.3659e+05,755.13,770.29,754,769.02,1.2868e+06,769.02
7.3658e+05,770.1,773.24,759.66,759.66,1.8122e+06,759.66
7.3658e+05,778.59,780.35,773.58,775.32,1.2606e+06,775.32
7.3658e+05,780,782.73,776.2,780.35,8.937e+05,780.35
7.3658e+05,773.45,782,771,780.08,1.4399e+06,780.08
7.3658e+05,773.01,773.92,768.41,771.46,1.0693e+06,771.46
7.3657e+05,769.25,771.02,764.3,768.78,9.239e+05,768.78
7.3657e+05,767.01,769.09,765.38,767.05,1.2474e+06,767.05
7.3657e+05,769.33,774.47,766.84,769.09,1.1271e+06,769.09
7.3657e+05,768.74,774.99,766.61,772.15,8.41e+05,772.15
7.3657e+05,769,776.08,765.85,769.54,1.163e+06,769.54
7.3657e+05,767,771.89,763.18,769.41,9.247e+05,769.41
7.3657e+05,770.58,774.5,767.07,769.64,1.0711e+06,769.64
